run_id,specificity_aware_rank,display_rank,weighting,block_name,status,assignment_source,cluster_id,cluster_size,tested,n_significant_terms,best_q_value,top_term,top_go_id,top_hits,top_background_hits,top_cluster_prevalence,top_background_prevalence,top_prevalence_delta,top_lift,meaningfulness_label,member_genes
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,0,1,False,0,,,,0,0,,,,,too_small,HIST1H4A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,1,1,False,0,,,,0,0,,,,,too_small,KPNA4
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,2,1,False,0,,,,0,0,,,,,too_small,RGPD2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,3,1,False,0,,,,0,0,,,,,too_small,MECOM
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,4,1,False,0,,,,0,0,,,,,too_small,AIRE
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,5,3,True,100,1.9856240816488618e-05,HCMV Late Events,,3,5,1.0,0.03333333333333333,0.9666666666666667,30.0,strong,NUP214;NUP93;NXF2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,6,1,False,0,,,,0,0,,,,,too_small,DCAF7
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,7,1,False,0,,,,0,0,,,,,too_small,ZNF207
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,8,2,False,0,,,,0,0,,,,,too_small,SMC3;STAG3
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,9,1,False,0,,,,0,0,,,,,too_small,B4GALT2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,10,4,True,15,3.658721923999901e-05,Recruitment of Mitotic Centrosome Proteins and Complexes,,4,13,1.0,0.08666666666666667,0.9133333333333333,11.538461538461538,strong,C6ORF141;CCDC96;NCAPH2;S100P
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,11,2,False,0,,,,0,0,,,,,too_small,CDC16;PPP4R1L
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,12,4,True,9,0.0017235526075261793,Metabolism of Cofactors,,2,3,0.5,0.02,0.48,25.0,moderate,CELA1;IDH1;PPP4R3A;SNAPC4
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,13,1,False,0,,,,0,0,,,,,too_small,PML
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,14,1,False,0,,,,0,0,,,,,too_small,MED1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,15,3,True,144,0.0008475935690519681,TNF-alpha Signaling via NF-kB,,3,14,1.0,0.09333333333333334,0.9066666666666666,10.714285714285714,strong,BCL6;SPI1;ZBTB7A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,16,1,False,0,,,,0,0,,,,,too_small,HLF
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,17,1,False,0,,,,0,0,,,,,too_small,SP1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,18,5,True,116,3.430383690716889e-05,Regulation of Lipid Metabolism by PPARalpha,,5,20,1.0,0.13333333333333333,0.8666666666666667,7.5,strong,ANKRD11;CTBP1;IRX4;RARA;RUNX1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,19,5,True,88,0.00028505266333252974,Epigenetic Regulation of Gene Expression by MLL3 and MLL4 Complexes,,5,30,1.0,0.2,0.8,5.0,strong,NFIA;NFIC;NFIX;QPRT;ZBTB5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,20,1,False,0,,,,0,0,,,,,too_small,NPM1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,21,1,False,0,,,,0,0,,,,,too_small,ERP44
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,22,1,False,0,,,,0,0,,,,,too_small,PAWR
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,23,1,False,0,,,,0,0,,,,,too_small,TET2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,24,1,False,0,,,,0,0,,,,,too_small,TFEC
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,25,1,False,0,,,,0,0,,,,,too_small,RADIL
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,26,3,True,133,0.0001229124395192758,Ras Activation Upon Ca2+ Influx Through NMDA Receptor,,3,8,1.0,0.05333333333333334,0.9466666666666667,18.75,strong,FMO3;NRAS;RGL2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,27,3,True,295,2.548636479483476e-06,Uptake and Function of Anthrax Toxins,,3,3,1.0,0.02,0.98,50.0,strong,BRAF;GPR31;KRAS
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,28,3,True,1,0.015207768099385977,Membrane Trafficking,,2,11,0.6666666666666666,0.07333333333333333,0.5933333333333333,9.09090909090909,moderate,HSPA12A;STAG1;WT1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,29,1,False,0,,,,0,0,,,,,too_small,C19ORF43
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,30,1,False,0,,,,0,0,,,,,too_small,CARNMT1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,31,6,True,17,1.3320555567523385e-06,RNA Polymerase II Transcription Termination,,6,18,1.0,0.12,0.88,8.333333333333334,strong,CIRSR;GPATCH11;SRSF2;U2AF1L4;ZRSR2;ZRSR2P1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,32,5,True,59,1.1928435861807902e-05,mRNA 3'-End Processing,,5,17,1.0,0.11333333333333333,0.8866666666666667,8.823529411764707,strong,RBM15;SF3B1;SRRM1;U2AF1;ZRSR1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,33,1,False,0,,,,0,0,,,,,too_small,PIP
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,34,2,False,0,,,,0,0,,,,,too_small,CEBPA;WAPAL
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,35,1,False,0,,,,0,0,,,,,too_small,TP53
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,36,1,False,0,,,,0,0,,,,,too_small,AVEN
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,37,3,True,98,8.33140476741495e-06,Class I Peroxisomal Membrane Protein Import,,3,4,1.0,0.02666666666666667,0.9733333333333334,37.5,strong,BCL2;BNIPL;HRK
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,38,8,True,71,6.269071755036826e-07,Processive Synthesis on the C-strand of the Telomere,,7,17,0.875,0.11333333333333333,0.7616666666666667,7.720588235294118,strong,ADAR;CDCA5;MAU2;NIPBL;PDS5A;RAD21;SHARPIN;WAPL
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,39,1,False,0,,,,0,0,,,,,too_small,STAG2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,40,3,True,23,0.007916451928589214,Telomere Extension By Telomerase,,2,7,0.6666666666666666,0.04666666666666667,0.62,14.285714285714285,moderate,CARD8;CDK1;SMC1B
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,41,3,True,14,0.00033670415381824775,RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs,,3,11,1.0,0.07333333333333333,0.9266666666666666,13.636363636363637,strong,CITED1;GATA2;ZFPM1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,42,4,True,2,0.0032798011429199113,Formation of the Cornified Envelope,,2,4,0.5,0.02666666666666667,0.47333333333333333,18.75,moderate,IDH2;KRTAP10-3;NAA10;NACC1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,43,2,False,0,,,,0,0,,,,,too_small,CSN1S1;KAT6A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,44,1,False,0,,,,0,0,,,,,too_small,GRB10
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,45,4,True,6,0.0040332010991802275,Lysosome Vesicle Biogenesis,,2,4,0.5,0.02666666666666667,0.47333333333333333,18.75,moderate,HAO2;PDS5B;PECAM1;PIK3CG
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,46,3,True,41,0.0032303267202596054,PP2A-mediated Dephosphorylation of Key Metabolic Factors,,2,5,0.6666666666666666,0.03333333333333333,0.6333333333333333,20.0,moderate,MXD4;SGO1;SMC1A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,47,3,True,107,0.00019160972444696772,SCF-beta-TrCP Mediated Degradation of Emi1,,3,9,1.0,0.06,0.94,16.666666666666668,strong,REC8;SKP1;USP37
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,48,4,True,179,1.0393826713659082e-06,Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha,,4,6,1.0,0.04,0.96,25.0,strong,RNF2;RYBP;USP13;YAF2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,49,2,False,0,,,,0,0,,,,,too_small,ELF4;KDM2B
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,50,4,True,34,0.00012750302819691968,Synthesis of PC,,4,17,1.0,0.11333333333333333,0.8866666666666667,8.823529411764707,strong,CBX7;CBX8;PCGF3;PCGF5
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,51,3,True,40,0.0014838809791674749,Synthesis of PC,,3,17,1.0,0.11333333333333333,0.8866666666666667,8.823529411764707,strong,PCGF1;PCGF2;RING1
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,52,3,True,13,0.006318986077985468,Specification of Primordial Germ Cells,,2,7,0.6666666666666666,0.04666666666666667,0.62,14.285714285714285,moderate,BCOR;CBX4;CBX6
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,53,4,True,65,8.609087811959861e-05,MECP2 Regulates Transcription of Neuronal Ligands,,4,15,1.0,0.1,0.9,10.0,strong,ASXL1;CBX3;DNMT3A;KMT2A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,54,1,False,0,,,,0,0,,,,,too_small,EZH2
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,55,1,False,0,,,,0,0,,,,,too_small,HIST1H3A
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,56,1,False,0,,,,0,0,,,,,too_small,MLLT3
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,57,4,True,28,0.0006523215271190275,DNA Methylation,,3,9,0.75,0.06,0.69,12.5,strong,MLLT1;PAF1;SUV39H1;ZNF513
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,58,2,False,0,,,,0,0,,,,,too_small,DEK;USP7
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,59,1,False,0,,,,0,0,,,,,too_small,SLA
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,60,1,False,0,,,,0,0,,,,,too_small,KITLG
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,61,2,False,0,,,,0,0,,,,,too_small,SOCS1;TEC
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,62,1,False,0,,,,0,0,,,,,too_small,PTPN11
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,63,1,False,0,,,,0,0,,,,,too_small,MATK
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,64,4,True,309,8.270563838031725e-06,Downregulation of ERBB4 Signaling,,4,9,1.0,0.06,0.94,16.666666666666668,strong,FLT3;KIT;OVCA2;SH2B3
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_06_10,3,3,tfidf,adaptive_modes_06_10,ok,accepted_tbs,65,3,True,10,0.001247569466223421,RHOQ GTPase Cycle,,2,3,0.6666666666666666,0.02,0.6466666666666666,33.33333333333333,moderate,CBL;L3MBTL1;SSU72
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,0,1,False,0,,,,0,0,,,,,too_small,NXF2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,1,6,True,289,4.0662079712703524e-05,Extra-nuclear Estrogen Signaling,,6,28,1.0,0.18666666666666668,0.8133333333333334,5.357142857142857,strong,BCL2;FLT3;FMO3;RGL2;SOCS1;TEC
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,2,5,True,92,3.3261390178281054e-05,CaMK IV-mediated Phosphorylation of CREB,,3,3,0.6,0.02,0.58,30.0,strong,CEBPA;GPR31;KRAS;SUV39H1;YAF2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,3,13,True,9,0.004266405108928364,RMTs Methylate Histone Arginines,,5,14,0.38461538461538464,0.09333333333333334,0.2912820512820513,4.120879120879121,strong,C19ORF43;CBX3;CCDC96;CELA1;HSPA12A;IDH1;KDM2B;NFIC;NFIX;PPP4R3A;REC8;SRSF2;WT1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,4,34,True,16,0.0018825098514876422,AKT Phosphorylates Targets in the Nucleus,,5,5,0.14705882352941177,0.03333333333333333,0.11372549019607844,4.411764705882353,strong,ADAR;ANKRD11;AVEN;BRAF;CBX7;CBX8;CDK1;DEK;DNMT3A;ELF4;GATA2;GRB10;HAO2;HIST1H3A;HLF;HRK;MECOM;MXD4;NIPBL;NUP214;NUP93;OVCA2;PIK3CG;PPP4R1L;PTPN11;RAD21;RADIL;RING1;RUNX1;SMC1A;SMC1B;SNAPC4;SRRM1;ZRSR1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,5,6,True,6,0.011032314522345573,Insulin Processing,,2,4,0.3333333333333333,0.02666666666666667,0.30666666666666664,12.499999999999998,moderate,C6ORF141;PDS5A;SF3B1;SLA;STAG1;USP7
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,6,12,True,43,0.0007844478794013562,Regulation of RUNX3 Expression and Activity,,5,10,0.4166666666666667,0.06666666666666667,0.35000000000000003,6.25,strong,CDCA5;EZH2;L3MBTL1;MATK;MED1;PML;RARA;RGPD2;RNF2;RYBP;SHARPIN;U2AF1L4
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,7,1,False,0,,,,0,0,,,,,too_small,WAPL
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,8,1,False,0,,,,0,0,,,,,too_small,CSN1S1
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,9,1,False,0,,,,0,0,,,,,too_small,CBL
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,10,18,True,2,0.034230297757144666,Regulation of Pyruvate Metabolism,,4,9,0.2222222222222222,0.06,0.1622222222222222,3.7037037037037037,moderate,BNIPL;CARD8;CARNMT1;CTBP1;DCAF7;HIST1H4A;KIT;KRTAP10-3;MAU2;NFIA;PCGF1;PCGF2;PECAM1;RBM15;TP53;U2AF1;USP13;ZNF513
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,11,3,True,7,0.004487997694239716,Signaling by Retinoic Acid,,2,6,0.6666666666666666,0.04,0.6266666666666666,16.666666666666664,moderate,IRX4;PCGF5;TET2
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,12,2,False,0,,,,0,0,,,,,too_small,PDS5B;SH2B3
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_52_80,4,4,binary,adaptive_modes_52_80,ok,accepted_tbs,13,27,True,2,0.009956578809292623,Protein-protein Interactions at Synapses,,4,5,0.14814814814814814,0.03333333333333333,0.11481481481481481,4.444444444444445,strong,AIRE;ASXL1;B4GALT2;BCL6;CIRSR;CITED1;ERP44;GPATCH11;KAT6A;KITLG;KPNA4;MLLT1;MLLT3;NCAPH2;NPM1;PAWR;QPRT;SGO1;SKP1;USP37;WAPAL;ZBTB5;ZBTB7A;ZFPM1;ZNF207;ZRSR2;ZRSR2P1
