run_id,display_rank,weighting,block_name,assignment_source,cluster_id,cluster_size,coherent_by_rule,n_significant_terms_q05,min_q_value,top_term,top_go_id,quickgo_top_term,top_term_prevalence_delta,representative_genes,representative_gene_proteins,local_top_terms,local_top_go_ids,representative_gene_annotations
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_02_05,1,binary,adaptive_modes_02_05,accepted_tbs,2,19,True,70,6.456232992611924e-13,Transport of Mature mRNA Derived From an Intron-Containing Transcript,,Transport of Mature mRNA Derived From an Intron-Containing Transcript,0.8565689031739655,KPNA4;NUP214;SF3B1;NXF2;NUP93;AIRE;RGPD2;C19ORF43;SRRM1;ZRSR1,KPNA4 [O00629] Importin subunit alpha-3;NUP214 [P35658] Nuclear pore complex protein Nup214;SF3B1 [O75533] Splicing factor 3B subunit 1;NXF2 [Q9GZY0] Nuclear RNA export factor 2;NUP93 [Q8N1F7] Nuclear pore complex protein Nup93;AIRE [O43918] Autoimmune regulator;RGPD2 [P0DJD1] RANBP2-like and GRIP domain-containing protein 2;C19ORF43 [Q9BQ61] Telomerase RNA component-interacting RNase;SRRM1 [Q8IYB3] Serine/arginine repetitive matrix protein 1;ZRSR1 [Q15695] U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1,Transport of Mature mRNA Derived From an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm;Metabolism of RNA;Processing of Capped Intron-Containing Pre-mRNA,,KPNA4: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | NUP214: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | SF3B1: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | NXF2: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | NUP93: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | AIRE: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | RGPD2: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | C19ORF43: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | SRRM1: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA | ZRSR1: Transport of Mature mRNA Derived From an Intron-Containing Transcript; Transport of Mature Transcript to Cytoplasm; Metabolism of RNA
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_02_05,1,binary,adaptive_modes_02_05,accepted_tbs,3,43,True,154,1.703973302397416e-11,Epigenetic Regulation of Gene Expression,,Epigenetic Regulation of Gene Expression,0.6735492284286024,CEBPA;SPI1;ZBTB7A;RUNX1;RARA;KMT2A;MECOM;CTBP1;NFIX;NFIA,CEBPA [P49715] CCAAT/enhancer-binding protein alpha;SPI1 [P17947] Transcription factor PU.1;ZBTB7A [O95365] Zinc finger and BTB domain-containing protein 7A;RUNX1 [Q01196] Runt-related transcription factor 1;RARA [P10276] Retinoic acid receptor alpha;KMT2A [Q03164] Histone-lysine N-methyltransferase 2A;MECOM [Q03112] Histone-lysine N-methyltransferase MECOM;CTBP1 [Q13363] C-terminal-binding protein 1;NFIX [Q14938] Nuclear factor 1 X-type;NFIA [Q12857] Nuclear factor 1 A-type,Epigenetic Regulation of Gene Expression;Regulation of PTEN Gene Transcription;PTEN Regulation;Generic Transcription Pathway,,CEBPA: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | SPI1: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | ZBTB7A: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | RUNX1: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | RARA: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | KMT2A: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | MECOM: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | CTBP1: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | NFIX: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation | NFIA: Epigenetic Regulation of Gene Expression; Regulation of PTEN Gene Transcription; PTEN Regulation
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_02_05,1,binary,adaptive_modes_02_05,accepted_tbs,4,47,True,117,2.986051346669027e-07,G2 M Transition,,G2 M Transition,0.4736624664325553,CDK1;PML;ZNF207;RYBP;RNF2;BNIPL;AVEN;SP1;USP37;ELF4,CDK1 [P06493] Cyclin-dependent kinase 1;PML [P29590] Protein PML;ZNF207 [O43670] BUB3-interacting and GLEBS motif-containing protein ZNF207;RYBP [Q8N488] RING1 and YY1-binding protein;RNF2 [Q99496] E3 ubiquitin-protein ligase RING2;BNIPL [Q7Z465] Bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein;AVEN [Q9NQS1] Cell death regulator Aven;SP1 [Q8N907] DAN domain family member 5;USP37 [Q86T82] Ubiquitin carboxyl-terminal hydrolase 37;ELF4 [Q99607] ETS-related transcription factor Elf-4,G2 M Transition;Mitotic G2-G2 M Phases;Macroautophagy;Regulation of TP53 Expression and Degradation,,CDK1: G2 M Transition; Mitotic G2-G2 M Phases; Macroautophagy | PML: G2 M Transition; Mitotic G2-G2 M Phases; Macroautophagy | ZNF207: G2 M Transition; Mitotic G2-G2 M Phases; Macroautophagy | RYBP: G2 M Transition; Mitotic G2-G2 M Phases; Macroautophagy | RNF2: G2 M Transition; Mitotic G2-G2 M Phases; Macroautophagy | BNIPL: G2 M Transition; Mitotic G2-G2 M Phases; Macroautophagy | AVEN: G2 M Transition; Mitotic G2-G2 M Phases; Macroautophagy | SP1: G2 M Transition; Mitotic G2-G2 M Phases; Regulation of TP53 Expression and Degradation | USP37: G2 M Transition; Mitotic G2-G2 M Phases; Regulation of TP53 Expression and Degradation | ELF4: G2 M Transition; Mitotic G2-G2 M Phases; Regulation of TP53 Expression and Degradation
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,78,2,False,32,0.0248322147651006,Ionotropic Activity of Kainate Receptors,,Ionotropic Activity of Kainate Receptors,1.0,GPR31;KRAS,"GPR31 [O00270] 12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor;KRAS [P01116] GTPase KRas",Ionotropic Activity of Kainate Receptors;trans-Golgi Network Vesicle Budding;Activation of Ca-permeable Kainate Receptor;CREB1 Phosphorylation Through the Activation of CaMKII CaMKK CaMKIV Cascasde,,GPR31: Ionotropic Activity of Kainate Receptors; trans-Golgi Network Vesicle Budding; Activation of Ca-permeable Kainate Receptor | KRAS: Ionotropic Activity of Kainate Receptors; trans-Golgi Network Vesicle Budding; Activation of Ca-permeable Kainate Receptor
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,117,1,False,0,1.0,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1.0,PDS5B,PDS5B [Q9NTI5] Sister chromatid cohesion protein PDS5 homolog B,O2 CO2 Exchange in Erythrocytes;Erythrocytes Take up Carbon Dioxide and Release Oxygen;Erythrocytes Take up Oxygen and Release Carbon Dioxide;heme Metabolism,,PDS5B: O2 CO2 Exchange in Erythrocytes; Erythrocytes Take up Carbon Dioxide and Release Oxygen; Erythrocytes Take up Oxygen and Release Carbon Dioxide
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,59,1,False,0,0.6727272727272726,VLDLR Internalisation and Degradation,,VLDLR Internalisation and Degradation,0.9932885906040269,RYBP,RYBP [Q8N488] RING1 and YY1-binding protein,Regulation of Apoptosis;Diseases of Hemostasis;Defective Factor IX Causes Hemophilia B;Ubiquitin-dependent Degradation of Cyclin D,,RYBP: Regulation of Apoptosis; Diseases of Hemostasis; Defective Factor IX Causes Hemophilia B
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,127,2,False,0,0.148993288590604,Formation of Annular Gap Junctions,,Formation of Annular Gap Junctions,0.9932432432432432,STAG3;SMC3,STAG3 [Q9UJ98] Cohesin subunit SA-3;SMC3 [Q9UQE7] Structural maintenance of chromosomes protein 3,Formation of Annular Gap Junctions;Gap Junction Degradation;Diseases of Mismatch Repair (MMR);Glycine Degradation,,STAG3: Formation of Annular Gap Junctions; Gap Junction Degradation; Diseases of Mismatch Repair (MMR) | SMC3: Formation of Annular Gap Junctions; Gap Junction Degradation; Diseases of Mismatch Repair (MMR)
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,7,1,False,0,0.9154639175257732,ERKs Are Inactivated,,ERKs Are Inactivated,0.9463087248322148,PML,PML [P29590] Protein PML,Somitogenesis;RHO GTPases Activate NADPH Oxidases;CASP8 Activity Is Inhibited;FasL CD95L Signaling,,PML: Somitogenesis; RHO GTPases Activate NADPH Oxidases; CASP8 Activity Is Inhibited
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,26,1,False,0,0.8358433734939759,ERKs Are Inactivated,,ERKs Are Inactivated,0.9463087248322148,CDK1,CDK1 [P06493] Cyclin-dependent kinase 1,Regulation of Gene Expression in Beta Cells;TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway;RHOBTB3 ATPase Cycle;Depolymerization of the Nuclear Lamina,,CDK1: Regulation of Gene Expression in Beta Cells; TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway; RHOBTB3 ATPase Cycle
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,36,1,False,0,0.8457142857142856,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,0.906040268456376,SOCS1,SOCS1 [O15524] Suppressor of cytokine signaling 1,IRF3 Mediated Activation of Type 1 IFN;Phospholipase C-mediated Cascade; FGFR3;IRAK4 Deficiency (TLR5);Interleukin-12 Signaling,,SOCS1: IRF3 Mediated Activation of Type 1 IFN; Phospholipase C-mediated Cascade; FGFR3; IRAK4 Deficiency (TLR5)
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_06_09,7,binary,adaptive_modes_06_09,accepted_tbs,48,1,False,0,0.9946236559139784,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,0.906040268456376,BRAF,BRAF [P15056] Serine/threonine-protein kinase B-raf,Carnitine Shuttle;Activation of PPARGC1A (PGC-1alpha) by Phosphorylation;Lipophagy;Activated NOTCH1 Transmits Signal to the Nucleus,,BRAF: Carnitine Shuttle; Activation of PPARGC1A (PGC-1alpha) by Phosphorylation; Lipophagy
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,1,2,False,32,0.0248322147651006,Ionotropic Activity of Kainate Receptors,,Ionotropic Activity of Kainate Receptors,1.0,GPR31;KRAS,"GPR31 [O00270] 12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor;KRAS [P01116] GTPase KRas",Ionotropic Activity of Kainate Receptors;trans-Golgi Network Vesicle Budding;Activation of Ca-permeable Kainate Receptor;CREB1 Phosphorylation Through the Activation of CaMKII CaMKK CaMKIV Cascasde,,GPR31: Ionotropic Activity of Kainate Receptors; trans-Golgi Network Vesicle Budding; Activation of Ca-permeable Kainate Receptor | KRAS: Ionotropic Activity of Kainate Receptors; trans-Golgi Network Vesicle Budding; Activation of Ca-permeable Kainate Receptor
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,94,1,False,0,1.0,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1.0,PDS5B,PDS5B [Q9NTI5] Sister chromatid cohesion protein PDS5 homolog B,O2 CO2 Exchange in Erythrocytes;Erythrocytes Take up Carbon Dioxide and Release Oxygen;Erythrocytes Take up Oxygen and Release Carbon Dioxide;heme Metabolism,,PDS5B: O2 CO2 Exchange in Erythrocytes; Erythrocytes Take up Carbon Dioxide and Release Oxygen; Erythrocytes Take up Oxygen and Release Carbon Dioxide
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,50,1,False,0,0.6727272727272726,VLDLR Internalisation and Degradation,,VLDLR Internalisation and Degradation,0.9932885906040269,RYBP,RYBP [Q8N488] RING1 and YY1-binding protein,Regulation of Apoptosis;Diseases of Hemostasis;Defective Factor IX Causes Hemophilia B;Ubiquitin-dependent Degradation of Cyclin D,,RYBP: Regulation of Apoptosis; Diseases of Hemostasis; Defective Factor IX Causes Hemophilia B
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,65,2,False,0,0.148993288590604,Formation of Annular Gap Junctions,,Formation of Annular Gap Junctions,0.9932432432432432,STAG3;SMC3,STAG3 [Q9UJ98] Cohesin subunit SA-3;SMC3 [Q9UQE7] Structural maintenance of chromosomes protein 3,Formation of Annular Gap Junctions;Gap Junction Degradation;Diseases of Mismatch Repair (MMR);Glycine Degradation,,STAG3: Formation of Annular Gap Junctions; Gap Junction Degradation; Diseases of Mismatch Repair (MMR) | SMC3: Formation of Annular Gap Junctions; Gap Junction Degradation; Diseases of Mismatch Repair (MMR)
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,62,1,False,0,0.8358433734939759,ERKs Are Inactivated,,ERKs Are Inactivated,0.9463087248322148,CDK1,CDK1 [P06493] Cyclin-dependent kinase 1,Regulation of Gene Expression in Beta Cells;TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway;RHOBTB3 ATPase Cycle;Depolymerization of the Nuclear Lamina,,CDK1: Regulation of Gene Expression in Beta Cells; TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway; RHOBTB3 ATPase Cycle
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,69,1,False,0,0.9154639175257732,ERKs Are Inactivated,,ERKs Are Inactivated,0.9463087248322148,PML,PML [P29590] Protein PML,Somitogenesis;RHO GTPases Activate NADPH Oxidases;CASP8 Activity Is Inhibited;FasL CD95L Signaling,,PML: Somitogenesis; RHO GTPases Activate NADPH Oxidases; CASP8 Activity Is Inhibited
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,0,1,False,0,0.9946236559139784,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,0.906040268456376,BRAF,BRAF [P15056] Serine/threonine-protein kinase B-raf,Carnitine Shuttle;Activation of PPARGC1A (PGC-1alpha) by Phosphorylation;Lipophagy;Activated NOTCH1 Transmits Signal to the Nucleus,,BRAF: Carnitine Shuttle; Activation of PPARGC1A (PGC-1alpha) by Phosphorylation; Lipophagy
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_10_21,8,binary,adaptive_modes_10_21,accepted_tbs,128,1,False,0,0.6493036211699165,SHC-mediated Cascade FGFR3,,SHC-mediated Cascade FGFR3,0.906040268456376,CBL,CBL [P22681] E3 ubiquitin-protein ligase CBL,MET Interacts With TNS Proteins;CD163 Mediating an Anti-Inflammatory Response;Inositol Phosphate Metabolism;Sensory Processing of Sound by Outer Hair Cells of the Cochlea,,CBL: MET Interacts With TNS Proteins; CD163 Mediating an Anti-Inflammatory Response; Inositol Phosphate Metabolism
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,10,binary,adaptive_modes_22_51,accepted_tbs,120,2,False,32,0.0248322147651006,Ionotropic Activity of Kainate Receptors,,Ionotropic Activity of Kainate Receptors,1.0,GPR31;KRAS,"GPR31 [O00270] 12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor;KRAS [P01116] GTPase KRas",Ionotropic Activity of Kainate Receptors;trans-Golgi Network Vesicle Budding;Activation of Ca-permeable Kainate Receptor;CREB1 Phosphorylation Through the Activation of CaMKII CaMKK CaMKIV Cascasde,,GPR31: Ionotropic Activity of Kainate Receptors; trans-Golgi Network Vesicle Budding; Activation of Ca-permeable Kainate Receptor | KRAS: Ionotropic Activity of Kainate Receptors; trans-Golgi Network Vesicle Budding; Activation of Ca-permeable Kainate Receptor
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,10,binary,adaptive_modes_22_51,accepted_tbs,41,1,False,0,1.0,O2 CO2 Exchange in Erythrocytes,,O2 CO2 Exchange in Erythrocytes,1.0,PDS5B,PDS5B [Q9NTI5] Sister chromatid cohesion protein PDS5 homolog B,O2 CO2 Exchange in Erythrocytes;Erythrocytes Take up Carbon Dioxide and Release Oxygen;Erythrocytes Take up Oxygen and Release Carbon Dioxide;heme Metabolism,,PDS5B: O2 CO2 Exchange in Erythrocytes; Erythrocytes Take up Carbon Dioxide and Release Oxygen; Erythrocytes Take up Oxygen and Release Carbon Dioxide
