node_id,distribution,leaf_count,is_leaf,Child_Parent_Divergence_Test_Statistic,Child_Parent_Divergence_P_Value,Child_Parent_Divergence_P_Value_BH,Child_Parent_Divergence_Significant,Child_Parent_Divergence_df,Child_Parent_Divergence_Invalid,Child_Parent_Divergence_Tested,Child_Parent_Divergence_Ancestor_Blocked,Sibling_Divergence_Skipped,Sibling_Test_Statistic,Sibling_Degrees_of_Freedom,Sibling_Divergence_P_Value,Sibling_Divergence_P_Value_Corrected,Sibling_Divergence_Invalid,Sibling_BH_Different,Sibling_BH_Same,Sibling_Test_Method,Sibling_Projection_Dimension,Root_Stability_Subsample_Mean_ARI,Root_Stability_Subsample_Median_ARI,Root_Stability_Subsample_Q10_ARI,Root_Stability_Guard_Threshold,Root_Stability_Guard_Blocked,Root_Selective_Permutation_Observed_P_Value,Root_Selective_Permutation_P_Value,Root_Selective_Permutation_Null_Min_P_Value,Root_Selective_Permutation_Null_Q05_P_Value,Root_Selective_Permutation_Guard_Alpha,Root_Selective_Permutation_Guard_Replicates,Root_Selective_Permutation_Guard_Seed,Selective_Permutation_Observed_P_Value,Selective_Permutation_P_Value,Selective_Permutation_Null_Min_P_Value,Selective_Permutation_Null_Q05_P_Value,Selective_Permutation_Guard_Alpha,Selective_Permutation_Guard_Replicates,Selective_Permutation_Guard_Seed,Selective_Permutation_Guard_Scope,Selective_Permutation_Base_P_Value,Selective_Permutation_Guard_Refined,Root_Selective_Permutation_Guard_Would_Block,Root_Selective_Permutation_Guard_Blocked,Selective_Permutation_Guard_Would_Block,Selective_Permutation_Guard_Blocked,is_root
L10,"[1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0.
 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 1. 0.]",1,True,53.99999999956801,2.0048960807210924e-13,2.0048960807210924e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L11,"[0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
 1. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1.
 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 1. 1.
 0. 1. 1. 1. 0. 1. 0. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L12,"[0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.
 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1.
 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0.
 0. 1. 1. 1. 1. 1. 0. 1.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L13,"[1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0.
 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0.
 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1.
 0. 1. 1. 1. 0. 0. 1. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L14,"[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0.
 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1.
 0. 1. 1. 1. 0. 1. 1. 1.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L15,"[1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0.
 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0.
 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1.
 0. 1. 1. 1. 0. 0. 1. 0.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L16,"[1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1.
 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.
 1. 0. 0. 0. 1. 0. 0. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L17,"[0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 1.
 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1.
 0. 0. 1. 0. 1. 1. 1. 0.]",1,True,65.24999999955955,6.778639344301968e-15,6.7786393487802106e-15,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L18,"[1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.
 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.
 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1.
 1. 0. 1. 0. 0. 1. 1. 1.]",1,True,67.49999999954439,2.2007019884767e-15,2.200701989980816e-15,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L19,"[1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0.
 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0.
 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1.
 0. 1. 1. 0. 1. 0. 1. 1.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L20,"[1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1.
 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0.
 1. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1.
 1. 0. 0. 0. 0. 0. 1. 1.]",1,True,71.24999999951902,3.374885804826922e-16,3.374885807261364e-16,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L21,"[0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0.
 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1.
 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1.
 1. 1. 1. 1. 0. 1. 1. 1.]",1,True,59.999999999519986,9.48573757338727e-15,9.48573757338727e-15,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L22,"[1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1.
 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1.
 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.
 1. 0. 1. 1. 0. 0. 1. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L23,"[1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1.
 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1.
 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0.
 0. 1. 1. 0. 1. 0. 0. 1.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L24,"[1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0.
 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1.
 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 1. 0. 0. 0.]",1,True,51.99999999958402,5.550063482398465e-13,5.550063482398465e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L25,"[0. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1.
 1. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0.
 1. 0. 0. 0. 1. 1. 1. 0.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L26,"[1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0.
 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0.
 0. 0. 1. 0. 0. 0. 0. 0.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L27,"[0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0.
 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0.
 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0.
 0. 1. 0. 0. 1. 1. 1. 1.]",1,True,73.49999999950381,1.0956650035980619e-16,1.0956650044134728e-16,True,2.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L28,"[0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1.
 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0.
 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 1. 0. 0. 0. 1.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L29,"[1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0.
 1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1.
 1. 0. 1. 0. 0. 0. 1. 1.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L30,"[1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1.
 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0.
 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0.
 1. 0. 0. 1. 1. 1. 0. 1.]",1,True,55.99999999955201,7.247101966014248e-14,7.247101966014248e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L31,"[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0.
 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0.
 0. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1.
 1. 1. 1. 1. 0. 0. 1. 0.]",1,True,49.99999999959999,1.5374597947414558e-12,1.5374597947414558e-12,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L32,"[0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1.
 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0.
 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 1. 1. 1. 0. 1. 0. 1. 0.]",1,True,59.999999999519986,9.48573757338727e-15,9.48573757338727e-15,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L33,"[0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0.
 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0.
 0. 0. 1. 1. 1. 1. 1. 1.]",1,True,51.999999999584006,5.550063482398508e-13,5.550063482398508e-13,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L34,"[0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0.
 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0.
 0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1.
 1. 0. 0. 1. 0. 1. 1. 0.]",1,True,57.99999999953601,2.621177826289874e-14,2.621177826289874e-14,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
L35,"[0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1.
 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1.
 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 1. 0. 1. 0. 1. 0. 1.]",1,True,59.99999999952,9.485737573387204e-15,9.485737573387204e-15,True,1.0,False,True,False,True,,,,,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False
