test_case,case_id,method,run_id,sample_id,cluster_label
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S22,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S23,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S24,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S25,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S26,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S27,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S28,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S29,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S30,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S31,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S32,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S33,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S34,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S35,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S36,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S37,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S38,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S39,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S40,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S41,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S42,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S43,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S44,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S45,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S46,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S47,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S48,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S49,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S50,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S51,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S52,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S53,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S54,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S55,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S56,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S57,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S58,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_average,S59,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S0,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S1,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S2,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S3,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S4,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S5,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S6,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S7,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S8,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S9,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S10,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S11,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S12,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S13,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S14,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S15,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S16,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S17,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S18,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S19,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S20,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S21,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S22,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S23,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S24,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S25,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S26,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S27,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S28,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S29,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S30,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S31,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S32,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S33,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S34,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S35,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S36,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S37,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S38,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S39,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S40,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S41,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S42,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S43,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S44,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S45,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S46,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S47,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S48,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S49,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S50,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S51,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S52,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S53,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S54,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S55,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S56,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S57,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S58,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_complete,S59,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S0,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S1,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S2,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S3,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S4,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S5,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S6,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S7,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S8,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S9,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S10,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S11,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S12,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S13,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S14,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S15,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S16,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S17,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S18,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S19,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S20,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S21,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S22,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S23,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S24,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S25,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S26,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S27,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S28,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S29,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S30,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S31,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S32,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S33,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S34,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S35,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S36,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S37,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S38,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S39,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S40,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S41,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S42,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S43,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S44,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S45,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S46,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S47,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S48,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S49,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S50,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S51,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S52,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S53,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S54,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S55,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S56,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S57,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S58,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_weighted,S59,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S0,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S1,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S2,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S3,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S4,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S5,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S6,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S7,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S8,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S9,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S10,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S11,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S12,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S13,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S14,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S15,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S16,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S17,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S18,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S19,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S20,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S21,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S22,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S23,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S24,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S25,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S26,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S27,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S28,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S29,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S30,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S31,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S32,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S33,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S34,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S35,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S36,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S37,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S38,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S39,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S40,0
13,gauss_clear_medium_continuous::none,tbs_diffusion_graphtools_adaptive_nnls,family_metric_tree_linkage_method_single,S41,0
